generated,dataset,match_type,exact_byte,exact_pixel,ahash_distance,dhash_distance,phash_distance,dataset_source,generated_source
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_004_rendered_connect_the_lines_000015.png,data/babyvision_data/images/40829b36-905b-4985-a87d-0624ad8b0be8.jpg,nearest,False,False,23,29,18,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_004_rendered_connect_the_lines_000015.png,data/babyvision_data/images/36127ca4-be61-4936-a84b-0131e4e26dd0.jpg,nearest,False,False,27,30,18,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_005_rendered_connect_the_lines_000021.png,data/babyvision_data/images/1323d501-85a7-4a9e-abe4-2f5b7e22e458.jpg,nearest,False,False,30,21,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_005_rendered_connect_the_lines_000021.png,data/babyvision_data/images/5cbdbd18-1743-4e2c-9418-6d7ec4f7ba2c.png,nearest,False,False,22,30,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_005_rendered_connect_the_lines_000021.png,data/babyvision_data/images/bfe77107-fea0-49f9-96f1-f88b9f62499b.png,nearest,False,False,23,22,22,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_006_rendered_find_the_same_000026.png,data/babyvision_data/images/a450ddcb-8548-49ea-aee4-ff3bede26ef6.jpg,nearest,False,False,12,25,14,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_006_rendered_find_the_same_000026.png,data/babyvision_data/images/81be3996-0374-4529-8979-b5468c6adc36.png,nearest,False,False,12,19,16,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_006_rendered_find_the_same_000026.png,data/babyvision_data/images/b2343498-7f90-4d99-9a2c-6f14b3feb332.png,nearest,False,False,12,21,16,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_007_rendered_connect_the_lines_000039.png,data/babyvision_data/images/f78c6b21-17da-4efa-875f-032cf15905bf.png,nearest,False,False,25,22,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_007_rendered_connect_the_lines_000039.png,data/babyvision_data/images/74c6b0c3-8ba1-47f0-ab86-8abaf78f32b3.jpg,nearest,False,False,22,25,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_007_rendered_connect_the_lines_000039.png,data/babyvision_data/images/79bae992-1a88-4cc3-85e1-5516f4697869.png,nearest,False,False,22,27,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_008_rendered_overlay_patterns_000048.png,data/babyvision_data/images/e2c4dba6-38ed-4b38-8f98-6199cecbcab9.png,nearest,False,False,19,28,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_008_rendered_overlay_patterns_000048.png,data/babyvision_data/images/f63f93f6-51b2-4a72-9a96-c1ba5d06dc4b.jpg,nearest,False,False,23,33,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_008_rendered_overlay_patterns_000048.png,data/babyvision_data/images/450f329d-6664-4aa6-8111-3cca73600da3.png,nearest,False,False,32,33,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_009_rendered_connect_the_lines_000051.png,data/babyvision_data/images/a10c4089-cddd-40cb-a25e-ed0db948b32b.jpg,nearest,False,False,27,20,18,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_009_rendered_connect_the_lines_000051.png,data/babyvision_data/images/3814869c-d600-431a-99de-beee1e2c46a5.png,nearest,False,False,25,28,18,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_009_rendered_connect_the_lines_000051.png,data/babyvision_data/images/5b840d1f-79df-4e51-ac91-3451b8478e28.jpg,nearest,False,False,24,26,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_010_rendered_connect_the_lines_000057.png,data/babyvision_data/images/74c6b0c3-8ba1-47f0-ab86-8abaf78f32b3.jpg,nearest,False,False,24,24,18,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_010_rendered_connect_the_lines_000057.png,data/babyvision_data/images/cf8ef818-cbb0-44e7-8cce-5df1ac3faf88.png,nearest,False,False,28,16,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_010_rendered_connect_the_lines_000057.png,data/babyvision_data/images/2c8e40ab-525c-4189-9eb5-4c5bd9b3099f.jpg,nearest,False,False,26,20,22,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_011_rendered_connect_the_lines_000063.png,data/babyvision_data/images/2c8e40ab-525c-4189-9eb5-4c5bd9b3099f.jpg,nearest,False,False,26,33,18,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_011_rendered_connect_the_lines_000063.png,data/babyvision_data/images/49cfa0c0-1622-413f-a9e0-294fa37f0980.png,nearest,False,False,30,25,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_011_rendered_connect_the_lines_000063.png,data/babyvision_data/images/a57782ef-8f5f-487e-b5f8-c7959aa3d11e.png,nearest,False,False,33,29,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_012_rendered_connect_the_lines_000069.png,data/babyvision_data/images/450f329d-6664-4aa6-8111-3cca73600da3.png,nearest,False,False,22,24,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_012_rendered_connect_the_lines_000069.png,data/babyvision_data/images/f407f519-39a0-45a1-888b-8e2572142bdb.png,nearest,False,False,22,33,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_012_rendered_connect_the_lines_000069.png,data/babyvision_data/images/69ebd148-f52e-4a34-97fc-ad344223f08b.png,nearest,False,False,28,36,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_013_rendered_connect_the_lines_000081.png,data/babyvision_data/images/6615a5d7-c818-47a3-a24c-f81677e68484.png,nearest,False,False,26,25,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_013_rendered_connect_the_lines_000081.png,data/babyvision_data/images/a7f69400-fa2b-423f-becd-7680e41696c9.png,nearest,False,False,32,27,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_013_rendered_connect_the_lines_000081.png,data/babyvision_data/images/8c681f72-3da0-4bf5-ae56-aae4e6ab0245.png,nearest,False,False,26,29,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_014_rendered_connect_the_lines_000087.png,data/babyvision_data/images/8274cdc8-dfcc-408c-bd14-9ba80cb28960.png,nearest,False,False,23,30,14,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_014_rendered_connect_the_lines_000087.png,data/babyvision_data/images/81be3996-0374-4529-8979-b5468c6adc36.png,nearest,False,False,23,24,16,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_014_rendered_connect_the_lines_000087.png,data/babyvision_data/images/9898e0d9-d7b0-41c0-b3ab-f59c7a843563.jpg,nearest,False,False,33,21,18,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_015_rendered_connect_the_lines_000105.png,data/babyvision_data/images/255e842d-10b5-4303-a4aa-116fe17a2073.jpg,nearest,False,False,30,26,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_015_rendered_connect_the_lines_000105.png,data/babyvision_data/images/49eaebb8-dcf6-480e-b4e2-1a82fa252f77.jpg,nearest,False,False,26,30,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_015_rendered_connect_the_lines_000105.png,data/babyvision_data/images/74c6b0c3-8ba1-47f0-ab86-8abaf78f32b3.jpg,nearest,False,False,22,23,22,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_016_rendered_connect_the_lines_000111.png,data/babyvision_data/images/cf8ef818-cbb0-44e7-8cce-5df1ac3faf88.png,nearest,False,False,28,31,18,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_016_rendered_connect_the_lines_000111.png,data/babyvision_data/images/01ce368f-cc58-409a-a77b-ee8ab6e92cda.jpg,nearest,False,False,28,20,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_016_rendered_connect_the_lines_000111.png,data/babyvision_data/images/adf605f7-e567-44dc-a764-16d3c050dfa3.jpg,nearest,False,False,26,24,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_017_rendered_find_the_same_000116.png,data/babyvision_data/images/81be3996-0374-4529-8979-b5468c6adc36.png,nearest,False,False,12,19,16,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_017_rendered_find_the_same_000116.png,data/babyvision_data/images/2c8e40ab-525c-4189-9eb5-4c5bd9b3099f.jpg,nearest,False,False,12,20,16,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_017_rendered_find_the_same_000116.png,data/babyvision_data/images/450f329d-6664-4aa6-8111-3cca73600da3.png,nearest,False,False,27,28,18,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_018_rendered_connect_the_lines_000117.png,data/babyvision_data/images/6527e7d3-dc9c-4fbf-b752-051fefac3038.png,nearest,False,False,26,31,18,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_018_rendered_connect_the_lines_000117.png,data/babyvision_data/images/aecf8684-2f18-4295-b266-2ec670c9de2f.png,nearest,False,False,16,22,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_018_rendered_connect_the_lines_000117.png,data/babyvision_data/images/3814869c-d600-431a-99de-beee1e2c46a5.png,nearest,False,False,31,23,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_019_rendered_connect_the_lines_000123.png,data/babyvision_data/images/2c8e40ab-525c-4189-9eb5-4c5bd9b3099f.jpg,nearest,False,False,24,28,16,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_019_rendered_connect_the_lines_000123.png,data/babyvision_data/images/173a924a-d607-4d64-a488-e70748c76db1.jpg,nearest,False,False,23,25,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_019_rendered_connect_the_lines_000123.png,data/babyvision_data/images/1697eea4-6f47-4c67-ad3f-df5cfae1dcbe.jpg,nearest,False,False,27,27,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_020_rendered_find_the_same_000128.png,data/babyvision_data/images/81be3996-0374-4529-8979-b5468c6adc36.png,nearest,False,False,12,18,16,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_020_rendered_find_the_same_000128.png,data/babyvision_data/images/a450ddcb-8548-49ea-aee4-ff3bede26ef6.jpg,nearest,False,False,12,24,16,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_020_rendered_find_the_same_000128.png,data/babyvision_data/images/40829b36-905b-4985-a87d-0624ad8b0be8.jpg,nearest,False,False,20,34,16,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_021_rendered_connect_the_lines_000135.png,data/babyvision_data/images/adf605f7-e567-44dc-a764-16d3c050dfa3.jpg,nearest,False,False,22,23,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_021_rendered_connect_the_lines_000135.png,data/babyvision_data/images/bf41b90b-ec5e-4b80-a734-105dea3175ff.jpg,nearest,False,False,21,28,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_021_rendered_connect_the_lines_000135.png,data/babyvision_data/images/6615a5d7-c818-47a3-a24c-f81677e68484.png,nearest,False,False,27,30,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_022_rendered_connect_the_lines_000141.png,data/babyvision_data/images/8883a18b-e55f-48de-a598-76200b86b070.png,nearest,False,False,22,28,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_022_rendered_connect_the_lines_000141.png,data/babyvision_data/images/bfe77107-fea0-49f9-96f1-f88b9f62499b.png,nearest,False,False,16,30,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_022_rendered_connect_the_lines_000141.png,data/babyvision_data/images/4bdfd416-cf1d-4c65-ba88-86dd645d8d46.png,nearest,False,False,33,22,22,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_023_rendered_find_the_same_000146.png,data/babyvision_data/images/a450ddcb-8548-49ea-aee4-ff3bede26ef6.jpg,nearest,False,False,12,26,16,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_023_rendered_find_the_same_000146.png,data/babyvision_data/images/81be3996-0374-4529-8979-b5468c6adc36.png,nearest,False,False,12,18,18,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_023_rendered_find_the_same_000146.png,data/babyvision_data/images/b2343498-7f90-4d99-9a2c-6f14b3feb332.png,nearest,False,False,12,20,18,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_024_rendered_connect_the_lines_000147.png,data/babyvision_data/images/c7ae76ef-a9e8-48bd-ba95-3eb9b08d3d63.jpg,nearest,False,False,28,29,18,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_024_rendered_connect_the_lines_000147.png,data/babyvision_data/images/c3ba8afe-045b-4ee6-9680-c6797f2278e8.png,nearest,False,False,21,19,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_024_rendered_connect_the_lines_000147.png,data/babyvision_data/images/cf8ef818-cbb0-44e7-8cce-5df1ac3faf88.png,nearest,False,False,29,23,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_025_rendered_count_3d_blocks_000148.png,data/babyvision_data/images/1c313586-8053-49d3-adc6-a6de759b8dd8.png,nearest,False,False,22,21,18,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_025_rendered_count_3d_blocks_000148.png,data/babyvision_data/images/8f75ab8d-3b27-4a37-866b-6807dd877653.jpg,nearest,False,False,17,23,18,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_025_rendered_count_3d_blocks_000148.png,data/babyvision_data/images/c9a46eab-12d0-4e18-a4f6-4425f5aacb17.jpg,nearest,False,False,16,28,18,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_026_rendered_connect_the_lines_000159.png,data/babyvision_data/images/963d3b6f-3815-44d3-b782-e7ccb27a3999.png,nearest,False,False,22,22,22,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_026_rendered_connect_the_lines_000159.png,data/babyvision_data/images/b9816827-1a10-4154-9ab6-d9058261a006.png,nearest,False,False,23,26,22,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_026_rendered_connect_the_lines_000159.png,data/babyvision_data/images/1bd3a5d9-3450-46ad-bc79-b0e18cff6e7b.png,nearest,False,False,25,27,22,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_027_rendered_connect_the_lines_000183.png,data/babyvision_data/images/81be3996-0374-4529-8979-b5468c6adc36.png,nearest,False,False,26,29,18,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_027_rendered_connect_the_lines_000183.png,data/babyvision_data/images/732da25b-91ba-4f85-b172-a22b7b73f2a5.jpg,nearest,False,False,32,25,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
